design_object_count,layout_count,composition
3,2,"Group:[types=['Image', 'Text'], roles=['Highlight', 'Separator']]"
3,3,"Group:[types=['Graph', 'HStack', 'SVG'], roles=['Background', 'Description', 'Title']]"
3,3,"Group:[types=['Grid', 'Group', 'VStack'], roles=['Background', 'Description']]"
3,1,"Group:[types=['Text'], roles=['Highlight', 'Marker', 'Title']]"
3,2,"Group:[types=['Group', 'SVG'], roles=['Decoration', 'Marker', 'Separator']]"
3,3,"Group:[types=['HStack', 'LayeredDiagram'], roles=['Description']]"
3,2,"Group:[types=['Graph', 'Group'], roles=['Background', 'Decoration']]"
3,2,"Group:[types=['Frame', 'Group', 'Image'], roles=['Decoration', 'Description', 'Highlight']]"
3,1,"Group:[types=['Image', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Marker', 'Title']]"
3,2,"Group:[types=['Grid', 'Group', 'Text'], roles=['Decoration', 'Description']]"
3,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Highlight', 'Separator', 'Title']]"
3,1,"Group:[types=['Group', 'Image', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
3,2,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Marker', 'Separator', 'Title']]"
3,2,"Group:[types=['SVG', 'Table'], roles=['Decoration']]"
3,2,"Group:[types=['Group', 'HStack', 'Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['Frame', 'Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Subtitle', 'Title']]"
3,2,"Group:[types=['Image', 'Text'], roles=['Description', 'Highlight', 'Title']]"
3,3,"Group:[types=['Group', 'Image', 'VStack'], roles=['Decoration']]"
3,2,"Group:[types=['Graph', 'HStack', 'SVG'], roles=['Background', 'Description', 'Separator']]"
3,2,"Group:[types=['Image', 'SVG', 'Table'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
3,3,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Background', 'Description', 'Separator', 'Title']]"
3,1,"Group:[types=['SVG'], roles=['Background', 'Marker']]"
3,2,"Group:[types=['Frame', 'Group', 'Image'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
3,2,"Group:[types=['Grid', 'SVG', 'VStack'], roles=['Background', 'Description']]"
3,1,"Group:[types=['Image', 'Qrcode', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description']]"
3,1,"Group:[types=['Group', 'Image', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Subtitle', 'Title']]"
3,1,"Group:[types=['Chart', 'Group', 'HStack', 'Image'], roles=['Decoration', 'Description', 'Highlight']]"
3,2,"Group:[types=['Frame', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Marker']]"
3,1,"Group:[types=['Chart', 'Frame', 'Group'], roles=['Decoration', 'Description', 'Highlight']]"
3,1,"Group:[types=['Frame', 'HStack', 'SVG'], roles=['Background', 'Decoration', 'Highlight']]"
3,2,"Group:[types=['Chart', 'Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
3,2,"Group:[types=['Quadrant', 'SVG', 'Text'], roles=['Background', 'Description', 'Title']]"
3,2,"Group:[types=['Frame', 'Group', 'HStack', 'Text'], roles=['Background', 'Description', 'Highlight', 'Title']]"
3,1,"Group:[types=['Group', 'Image', 'SVG'], roles=['Description', 'Separator']]"
3,3,"Group:[types=['Graph', 'Group', 'Text'], roles=['Description', 'Highlight', 'Title']]"
3,3,"Group:[types=['Frame', 'SVG'], roles=['Background', 'Decoration', 'Highlight']]"
3,3,"Group:[types=['Group', 'VStack'], roles=['Decoration', 'Subtitle', 'Title']]"
3,3,"Group:[types=['HStack', 'VStack'], roles=['Decoration']]"
3,3,"Group:[types=['Text', 'Video'], roles=['Decoration', 'Highlight']]"
3,2,"Group:[types=['Image', 'Text', 'Video'], roles=['Decoration', 'Description']]"
3,2,"Group:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Subtitle', 'Title']]"
3,2,"Group:[types=['Grid', 'HStack', 'SVG'], roles=['Description', 'Separator', 'Title']]"
3,2,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Subtitle', 'Title']]"
3,2,"Group:[types=['Frame', 'Group', 'HStack', 'Text'], roles=['Decoration', 'Description', 'Title']]"
3,3,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Description', 'Separator']]"
3,2,"Group:[types=['Group', 'Image', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
3,1,"Group:[types=['Chart', 'Text'], roles=['Decoration', 'Title']]"
3,2,"Group:[types=['Group', 'SVG', 'Table', 'Text'], roles=['Background', 'Description', 'Title']]"
3,1,"Group:[types=['Graph', 'Table'], roles=['Decoration', 'Description']]"
3,3,"Group:[types=['Frame', 'SVG', 'Text'], roles=['Decoration', 'Highlight', 'Title']]"
3,1,"Group:[types=['HStack', 'Image', 'Text'], roles=['Decoration', 'Description', 'Highlight']]"
3,1,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Description', 'Separator']]"
3,3,"Group:[types=['Grid', 'Group', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
3,1,"Group:[types=['Frame', 'Image', 'SVG', 'Video'], roles=['Decoration']]"
3,1,"Group:[types=['Chart', 'Group', 'HStack', 'SVG'], roles=['Description', 'Highlight', 'Separator']]"
3,3,"Group:[types=['Group', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Title']]"
3,2,"Group:[types=['Grid', 'SVG', 'Text'], roles=['Decoration', 'Description']]"
3,1,"Group:[types=['Group', 'Image', 'Text'], roles=['Description', 'Marker']]"
3,2,"Group:[types=['Frame', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Title']]"
3,1,"Group:[types=['Frame', 'Text'], roles=['Background', 'Marker', 'Subtitle', 'Title']]"
3,2,"Group:[types=['HStack', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Description']]"
3,2,"Group:[types=['Frame', 'Group', 'Text'], roles=['Decoration', 'Subtitle', 'Title']]"
3,1,"Group:[types=['Chart', 'SVG', 'VStack'], roles=['Background', 'Description', 'Separator']]"
3,2,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Separator', 'Title']]"
3,1,"Group:[types=['Chart', 'HStack', 'VStack'], roles=['Description', 'Title']]"
3,1,"Group:[types=['Group', 'Quadrant', 'Text', 'VStack'], roles=['Description', 'Separator', 'Title']]"
3,2,"Group:[types=['HStack', 'Image', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['Chart', 'Frame', 'Group'], roles=['Decoration', 'Highlight']]"
3,1,"Group:[types=['Group', 'Image', 'LayeredDiagram', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
3,2,"Group:[types=['Group', 'Table', 'Text'], roles=['Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['Chart', 'SVG', 'Table'], roles=['Background', 'Description']]"
3,2,"Group:[types=['Image', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
3,1,"Group:[types=['LayeredDiagram', 'Text'], roles=['Background', 'Highlight']]"
3,3,"Group:[types=['Frame', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Title']]"
3,1,"Group:[types=['HStack', 'VStack'], roles=['Description', 'Separator', 'Title']]"
3,1,"Group:[types=['HStack', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Separator', 'Title']]"
3,2,"Group:[types=['Group', 'HStack', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
3,1,"Group:[types=['Frame', 'Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
3,1,"Group:[types=['Frame', 'Image'], roles=['Description', 'Marker']]"
3,2,"Group:[types=['Chart', 'Group', 'HStack'], roles=['Description', 'Separator', 'Title']]"
3,2,"Group:[types=['Frame', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Marker']]"
3,2,"Group:[types=['Frame', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
3,3,"Group:[types=['Group', 'SVG', 'Table', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['Grid', 'HStack', 'Text'], roles=['Description', 'Title']]"
3,2,"Group:[types=['Frame', 'Group', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Title']]"
3,3,"Group:[types=['Group', 'VStack'], roles=['Background', 'Decoration', 'Highlight']]"
3,1,"Group:[types=['Grid'], roles=['Description']]"
3,1,"Group:[types=['Text', 'Video'], roles=['Description', 'Highlight']]"
3,2,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Title']]"
3,2,"Group:[types=['Frame', 'Group', 'Image'], roles=['Background', 'Decoration', 'Highlight']]"
3,2,"Group:[types=['Group', 'SVG', 'Text'], roles=['Description', 'Highlight', 'Marker', 'Separator']]"
3,3,"Group:[types=['Image', 'Video'], roles=['Background']]"
3,1,"Group:[types=['Frame', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
3,1,"Group:[types=['Group', 'SVG', 'Table', 'VStack'], roles=['Decoration', 'Description', 'Marker', 'Title']]"
3,1,"Group:[types=['Chart', 'Group'], roles=['Description', 'Marker']]"
3,1,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
3,2,"Group:[types=['Group', 'SVG'], roles=['Background', 'Decoration', 'Subtitle', 'Title']]"
3,1,"Group:[types=['Image', 'Qrcode', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['Chart', 'Group', 'SVG'], roles=['Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['Grid', 'HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
3,1,"Group:[types=['Group'], roles=['Background', 'Decoration', 'Description', 'Marker']]"
3,1,"Group:[types=['Text', 'VStack'], roles=['Decoration', 'Description', 'Marker', 'Title']]"
3,3,"Group:[types=['Group'], roles=['Background', 'Decoration', 'Subtitle', 'Title']]"
3,2,"Group:[types=['Grid', 'Group', 'SVG'], roles=['Description', 'Separator']]"
3,2,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Highlight', 'Separator', 'Subtitle', 'Title']]"
3,3,"Group:[types=['Graph', 'Group'], roles=['Background', 'Description', 'Title']]"
3,3,"Group:[types=['Grid', 'Group'], roles=['Background', 'Description', 'Separator']]"
3,2,"Group:[types=['Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['SVG', 'Table'], roles=['Description', 'Marker']]"
3,1,"Group:[types=['HStack', 'VStack', 'Video'], roles=['Decoration', 'Description']]"
3,1,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Separator', 'Title']]"
3,2,"Group:[types=['Group', 'Image', 'Text'], roles=['Decoration', 'Description', 'Separator', 'Title']]"
3,1,"Group:[types=['Frame', 'Group', 'Table', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
3,2,"Group:[types=['HStack', 'SVG'], roles=['Decoration', 'Subtitle']]"
3,3,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Decoration', 'Subtitle', 'Title']]"
3,1,"Group:[types=['Grid', 'SVG'], roles=['Decoration', 'Highlight']]"
3,1,"Group:[types=['Chart', 'Text', 'VStack'], roles=['Description']]"
3,1,"Group:[types=['HStack', 'Text', 'VStack'], roles=['Decoration', 'Subtitle', 'Title']]"
3,3,"Group:[types=['Group', 'HStack', 'Text'], roles=['Background', 'Description', 'Highlight']]"
3,3,"Group:[types=['Group', 'Image', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
3,2,"Group:[types=['Graph', 'VStack'], roles=['Decoration', 'Description']]"
3,2,"Group:[types=['Image', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Separator', 'Title']]"
3,2,"Group:[types=['Group', 'Image', 'VStack'], roles=['Decoration', 'Description', 'Marker']]"
3,3,"Group:[types=['Group', 'Image', 'Video'], roles=['Background', 'Decoration', 'Description']]"
3,1,"Group:[types=['Graph', 'Group', 'Text'], roles=['Description', 'Separator']]"
3,1,"Group:[types=['Frame', 'Image', 'Text'], roles=['Background', 'Decoration', 'Description', 'Subtitle', 'Title']]"
3,2,"Group:[types=['Group', 'LayeredDiagram', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
3,1,"Group:[types=['Image', 'Text'], roles=['Background', 'Marker', 'Title']]"
3,1,"Group:[types=['Text', 'VStack'], roles=['Background', 'Description', 'Marker']]"
3,2,"Group:[types=['SVG', 'VStack', 'VennDiagram'], roles=['Background', 'Description']]"
3,1,"Group:[types=['Group', 'SVG', 'Text', 'Video'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
3,2,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
3,1,"Group:[types=['HStack'], roles=['Marker', 'Title']]"
3,1,"Group:[types=['Group', 'Text'], roles=['Decoration', 'Marker', 'Subtitle', 'Title']]"
3,1,"Group:[types=['Group'], roles=['Background', 'Subtitle']]"
3,3,"Group:[types=['Group', 'HStack', 'Image', 'Text'], roles=['Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['Frame', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Separator']]"
3,3,"Group:[types=['Frame', 'Group', 'Text'], roles=['Decoration', 'Title']]"
3,1,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
3,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Highlight']]"
3,1,"Group:[types=['Group', 'VStack'], roles=['Decoration', 'Separator']]"
3,1,"Group:[types=['Group', 'VStack', 'Video'], roles=['Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['SVG', 'Table', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Separator']]"
3,1,"Group:[types=['Group', 'Quadrant', 'Text'], roles=['Description', 'Separator']]"
3,1,"Group:[types=['Frame', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
3,2,"Group:[types=['Frame', 'Group', 'Image'], roles=['Decoration', 'Title']]"
3,1,"Group:[types=['Chart', 'Text'], roles=['Description', 'Highlight', 'Marker', 'Title']]"
3,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Marker']]"
3,1,"Group:[types=['Group'], roles=['Background', 'Description', 'Highlight', 'Separator']]"
3,2,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Title']]"
3,2,"Group:[types=['SVG', 'Text', 'Video'], roles=['Decoration', 'Marker']]"
3,1,"Group:[types=['Frame', 'Image', 'Text'], roles=['Background', 'Description']]"
3,1,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Separator', 'Title']]"
3,1,"Group:[types=['Group', 'SVG', 'Table', 'Text'], roles=['Decoration', 'Description', 'Separator']]"
3,1,"Group:[types=['Group', 'Image', 'Table', 'Text'], roles=['Decoration', 'Description', 'Highlight']]"
3,3,"Group:[types=['Image', 'Text'], roles=['Background', 'Description', 'Marker']]"
3,1,"Group:[types=['LayeredDiagram', 'SVG'], roles=['Description']]"
3,1,"Group:[types=['Grid', 'Text'], roles=['Decoration', 'Title']]"
3,1,"Group:[types=['HStack', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
3,3,"Group:[types=['Image', 'SVG', 'Video'], roles=['Background', 'Decoration']]"
3,1,"Group:[types=['Group', 'Text'], roles=['Background', 'Description', 'Highlight', 'Marker', 'Title']]"
3,2,"Group:[types=['Group', 'Image', 'Table'], roles=['Background', 'Decoration', 'Description']]"
3,1,"Group:[types=['Chart', 'Group', 'Text', 'VStack'], roles=['Description', 'Title']]"
3,1,"Group:[types=['Frame', 'HStack', 'Text'], roles=['Decoration', 'Highlight', 'Title']]"
3,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Marker', 'Separator']]"
3,1,"Group:[types=['HStack', 'SVG'], roles=['Background', 'Decoration', 'Separator', 'Title']]"
3,1,"Group:[types=['Group', 'Text', 'VennDiagram'], roles=['Description', 'Highlight']]"
3,1,"Group:[types=['Chart', 'SVG'], roles=['Background', 'Decoration', 'Separator']]"
3,2,"Group:[types=['Grid', 'Group'], roles=['Decoration', 'Highlight']]"
3,3,"Group:[types=['Graph', 'Group', 'Text'], roles=['Description', 'Separator', 'Title']]"
3,3,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Background', 'Highlight']]"
3,1,"Group:[types=['Group', 'Image', 'Table'], roles=['Decoration', 'Description']]"
3,1,"Group:[types=['Group', 'Quadrant', 'SVG'], roles=['Background', 'Decoration', 'Separator']]"
3,1,"Group:[types=['Frame', 'Group', 'Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Marker']]"
3,1,"Group:[types=['Chart', 'Frame', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight']]"
3,1,"Group:[types=['Chart', 'HStack', 'SVG'], roles=['Decoration', 'Description', 'Title']]"
3,2,"Group:[types=['SVG', 'Table'], roles=['Description', 'Highlight', 'Separator']]"
3,1,"Group:[types=['Frame', 'SVG', 'VStack', 'Video'], roles=['Background', 'Decoration', 'Description']]"
3,1,"Group:[types=['Image', 'SVG', 'Text', 'Video'], roles=['Decoration', 'Description']]"
3,2,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
3,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Separator']]"
3,1,"Group:[types=['Chart', 'HStack', 'Text'], roles=['Description', 'Highlight', 'Title']]"
3,1,"Group:[types=['Frame', 'HStack', 'Text'], roles=['Description', 'Highlight']]"
3,1,"Group:[types=['Frame', 'Group', 'HStack', 'Text'], roles=['Description']]"
3,1,"Group:[types=['Frame', 'Group', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['SVG', 'Text', 'Video'], roles=['Decoration', 'Highlight', 'Title']]"
3,2,"Group:[types=['Qrcode', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['VStack'], roles=['Background', 'Description']]"
3,1,"Group:[types=['Group', 'HStack', 'Table', 'VStack'], roles=['Description', 'Separator']]"
3,1,"Group:[types=['SVG', 'Text'], roles=['Background', 'Marker', 'Separator']]"
3,1,"Group:[types=['Group', 'HStack', 'Table', 'Text'], roles=['Description']]"
3,1,"Group:[types=['SVG', 'Text', 'Video'], roles=['Background', 'Description', 'Highlight']]"
3,1,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
3,1,"Group:[types=['Frame', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Title']]"
3,2,"Group:[types=['Group', 'VennDiagram'], roles=['Decoration', 'Description']]"
3,2,"Group:[types=['Chart', 'Group', 'SVG'], roles=['Description', 'Highlight', 'Separator']]"
3,1,"Group:[types=['Chart', 'Group', 'Image', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
3,2,"Group:[types=['Group', 'Image', 'Text'], roles=['Decoration', 'Highlight', 'Subtitle', 'Title']]"
3,2,"Group:[types=['Grid', 'Group'], roles=['Background', 'Description', 'Highlight']]"
3,1,"Group:[types=['Frame', 'Group', 'SVG', 'Text', 'VStack'], roles=['Description', 'Separator']]"
3,1,"Group:[types=['Group', 'VStack', 'Video'], roles=['Decoration', 'Description']]"
3,1,"Group:[types=['Frame', 'Grid'], roles=['Background', 'Description']]"
3,2,"Group:[types=['Group', 'Image'], roles=['Background', 'Description', 'Separator']]"
3,1,"Group:[types=['Grid', 'Group', 'SVG'], roles=['Decoration', 'Marker', 'Separator']]"
3,1,"Group:[types=['Chart', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Subtitle', 'Title']]"
3,2,"Group:[types=['Gantt', 'SVG'], roles=['Description', 'Separator']]"
3,1,"Group:[types=['VStack'], roles=['Decoration', 'Separator']]"
3,2,"Group:[types=['Group', 'HStack', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Title']]"
3,2,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Marker']]"
3,1,"Group:[types=['Group', 'Text'], roles=['Decoration', 'Highlight', 'Marker', 'Title']]"
3,2,"Group:[types=['Grid', 'Group', 'VStack'], roles=['Description', 'Separator', 'Title']]"
3,3,"Group:[types=['Group', 'Text', 'VStack'], roles=['Decoration']]"
3,1,"Group:[types=['Group', 'Image', 'Text', 'VStack'], roles=['Background', 'Description', 'Separator']]"
3,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Marker', 'Separator']]"
3,1,"Group:[types=['Group', 'VStack'], roles=['Marker']]"
3,2,"Group:[types=['Group', 'HStack', 'Text'], roles=['Description', 'Separator']]"
3,1,"Group:[types=['Frame', 'Group', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Marker']]"
3,2,"Group:[types=['Group', 'Table', 'Text'], roles=['Description', 'Highlight', 'Title']]"
3,1,"Group:[types=['Frame', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Marker', 'Separator', 'Title']]"
3,1,"Group:[types=['Frame', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Marker', 'Title']]"
3,1,"Group:[types=['Qrcode', 'SVG', 'VStack'], roles=['Background', 'Description']]"
3,1,"Group:[types=['Frame', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Marker', 'Separator']]"
3,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Highlight', 'Separator']]"
3,1,"Group:[types=['LayeredDiagram', 'VStack'], roles=['Background', 'Description']]"
3,1,"Group:[types=['Frame', 'SVG', 'Text', 'VStack'], roles=['Description', 'Separator', 'Title']]"
3,1,"Group:[types=['Table', 'VStack'], roles=['Background', 'Highlight']]"
3,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Marker', 'Separator', 'Subtitle', 'Title']]"
3,1,"Group:[types=['Table', 'Text', 'VStack'], roles=['Description', 'Title']]"
3,1,"Group:[types=['HStack', 'SVG'], roles=['Background']]"
3,1,"Group:[types=['SVG', 'Table', 'Text'], roles=['Background', 'Description', 'Separator', 'Title']]"
3,2,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Background', 'Description', 'Separator']]"
3,1,"Group:[types=['Frame', 'HStack', 'SVG'], roles=['Background', 'Decoration', 'Marker']]"
3,1,"Group:[types=['Group', 'Image', 'SVG', 'Video'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
3,1,"Group:[types=['HStack', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
3,1,"Group:[types=['Frame', 'Group', 'SVG', 'Text'], roles=['Background', 'Description', 'Separator', 'Title']]"
3,1,"Group:[types=['Qrcode', 'Text'], roles=['Description', 'Subtitle']]"
3,1,"Group:[types=['SVG', 'Text'], roles=['Background', 'Description', 'Subtitle']]"
3,1,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration']]"
3,1,"Group:[types=['HStack', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
3,1,"Group:[types=['Image', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['Chart', 'Group', 'VStack'], roles=['Decoration', 'Description']]"
3,1,"Group:[types=['LayeredDiagram', 'Text', 'VStack'], roles=['Description', 'Highlight']]"
3,1,"Group:[types=['Grid', 'SVG'], roles=['Background', 'Decoration', 'Separator']]"
3,1,"Group:[types=['Chart', 'HStack', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Subtitle', 'Title']]"
3,1,"Group:[types=['Chart', 'Group', 'Image', 'SVG'], roles=['Background', 'Decoration', 'Description']]"
3,1,"Group:[types=['Chart', 'Group', 'SVG', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Title']]"
3,1,"Group:[types=['Table', 'Text'], roles=['Background', 'Description']]"
3,1,"Group:[types=['SVG', 'Table', 'Text'], roles=['Background', 'Description', 'Separator']]"
3,1,"Group:[types=['Group', 'HStack', 'Table'], roles=['Background', 'Description', 'Title']]"
3,1,"Group:[types=['Chart', 'HStack', 'SVG', 'Text', 'VStack'], roles=['Description', 'Separator']]"
3,1,"Group:[types=['LayeredDiagram', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
3,1,"Group:[types=['Chart', 'HStack', 'VStack'], roles=['Description', 'Highlight']]"
3,1,"Group:[types=['Group', 'Text'], roles=['Background', 'Highlight', 'Subtitle', 'Title']]"
3,1,"Group:[types=['Frame', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
2,1,"Group:[types=['Group', 'HStack', 'Text'], roles=['Title']]"
2,1,"ZStack:[types=['Frame'], roles=['Background', 'Decoration']]"
2,1,"ZStack:[types=['Frame', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Title']]"
2,1,"ZStack:[types=['SVG', 'VStack', 'ZStack'], roles=['Background', 'Decoration', 'Title']]"
2,1,"ZStack:[types=['Frame'], roles=[]]"
2,1,"ZStack:[types=['Image', 'Text'], roles=['Background', 'Description', 'Title']]"
2,1,"ZStack:[types=['Image', 'Text'], roles=['Background', 'Decoration', 'Description']]"
2,1,"Group:[types=['Frame', 'Group', 'Text'], roles=['Title']]"
2,1,"Group:[types=['Group', 'HStack', 'ZStack'], roles=['Decoration', 'Title']]"
2,1,"Group:[types=['Chart', 'Graph'], roles=[]]"
2,1,"Group:[types=['HStack', 'ZStack'], roles=['Decoration', 'Description']]"
2,1,"ZStack:[types=['SVG', 'VStack', 'ZStack'], roles=['Background', 'Decoration']]"
2,1,"ZStack:[types=['Graph', 'Image'], roles=['Background']]"
2,1,"ZStack:[types=['Frame', 'ZStack'], roles=['Background']]"
2,1,"ZStack:[types=['Frame', 'Image'], roles=['Background']]"
2,1,"ZStack:[types=['Group'], roles=['Decoration']]"
2,1,"Group:[types=['ZStack'], roles=['Description', 'Title']]"
2,1,"ZStack:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
2,1,"ZStack:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Description', 'Separator']]"
2,1,"ZStack:[types=['Grid', 'Group'], roles=['Decoration', 'Description']]"
2,1,"ZStack:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Decoration']]"
2,1,"ZStack:[types=['Group', 'HStack'], roles=['Background', 'Description']]"
2,1,"Group:[types=['Text', 'ZStack'], roles=['Description', 'Title']]"
2,1,"ZStack:[types=['Image', 'Text'], roles=['Decoration', 'Title']]"
2,1,"ZStack:[types=['VStack'], roles=['Description']]"
2,1,"Group:[types=['VStack', 'ZStack'], roles=['Description', 'Highlight']]"
2,1,"ZStack:[types=['SVG', 'ZStack'], roles=['Background']]"
2,1,"Group:[types=['ZStack'], roles=['Description']]"
